measure_data_item,time_period_time_period,obs_value,unit_measure_unit_of_measure,state,year
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2020,491594.0,PSNS: Persons,VIC,2020
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2021,495332.0,PSNS: Persons,VIC,2021
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2022,504252.0,PSNS: Persons,VIC,2022
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2023,519793.0,PSNS: Persons,VIC,2023
ING_M4554: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 45-54 years (no.),2021,2444.0,PSNS: Persons,SA,2021
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2019,6.4,PCT: Percent,WA,2019
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2020,6.3,PCT: Percent,WA,2020
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2021,6.1,PCT: Percent,WA,2021
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2022,6.0,PCT: Percent,WA,2022
ERP_P_25: Estimated resident population:Persons aged 20-24 years (%),2023,6.1,PCT: Percent,WA,2023
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2015,72634.0,PSNS: Persons,QLD,2015
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2019,83491.0,PSNS: Persons,QLD,2019
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2019,2.7,PCT: Percent,TAS,2019
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2020,2.7,PCT: Percent,TAS,2020
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2021,2.7,PCT: Percent,TAS,2021
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2022,2.8,PCT: Percent,TAS,2022
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2023,2.8,PCT: Percent,TAS,2023
ING_DISAB7: Aboriginal and Torres Strait Islander Peoples:Disability status: No disability or long-term health condition (%),2019,64.4,PCT: Percent,QLD,2019
ING_M2534: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 25-34 years (no.),2021,24108.0,PSNS: Persons,NSW,2021
ERP_M_20: Estimated resident population:Males (no.),2019,3236531.0,PSNS: Persons,VIC,2019
ERP_M_20: Estimated resident population:Males (no.),2020,3273674.0,PSNS: Persons,VIC,2020
ERP_M_20: Estimated resident population:Males (no.),2021,3237594.0,PSNS: Persons,VIC,2021
ERP_M_20: Estimated resident population:Males (no.),2022,3277761.0,PSNS: Persons,VIC,2022
ERP_M_20: Estimated resident population:Males (no.),2023,3370392.0,PSNS: Persons,VIC,2023
ING_HEAP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-34 years (no.),2016,23931.0,PSNS: Persons,NSW,2016
ING_HEAP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-34 years (no.),2021,34703.0,PSNS: Persons,NSW,2021
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2019,6.9,PCT: Percent,NT,2019
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2020,6.9,PCT: Percent,NT,2020
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2021,7.0,PCT: Percent,NT,2021
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2022,7.1,PCT: Percent,NT,2022
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2023,7.2,PCT: Percent,NT,2023
ING_USP1: Aboriginal and Torres Strait Islander Peoples:Aboriginal Medical Service is usual health service provider (no.),2019,10848.0,PSNS: Persons,VIC,2019
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2019,20340.0,PSNS: Persons,NT,2019
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2020,20597.0,PSNS: Persons,NT,2020
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2021,20699.0,PSNS: Persons,NT,2021
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2022,21185.0,PSNS: Persons,NT,2022
ERP_P_9: Estimated resident population:Persons aged 35-39 years (no.),2023,21663.0,PSNS: Persons,NT,2023
ING_HLTC2: Aboriginal and Torres Strait Islander Peoples:Recognises and lives in homelands/traditional country (%),2015,26.4,PCT: Percent,NSW,2015
ING_HLTC2: Aboriginal and Torres Strait Islander Peoples:Recognises and lives in homelands/traditional country (%),2019,29.4,PCT: Percent,NSW,2019
ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,2016,40.0,PCT: Percent,WA,2016
ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,2021,45.9,PCT: Percent,WA,2021
ERP_M_19: Estimated resident population:Males aged 85 and over (no.),2019,65832.0,PSNS: Persons,NSW,2019
ERP_M_19: Estimated resident population:Males aged 85 and over (no.),2020,67660.0,PSNS: Persons,NSW,2020
ERP_M_19: Estimated resident population:Males aged 85 and over (no.),2021,70196.0,PSNS: Persons,NSW,2021
ERP_M_19: Estimated resident population:Males aged 85 and over (no.),2022,72211.0,PSNS: Persons,NSW,2022
ERP_M_19: Estimated resident population:Males aged 85 and over (no.),2023,74326.0,PSNS: Persons,NSW,2023
ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),2016,13877.0,PSNS: Persons,SA,2016
ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),2021,17934.0,PSNS: Persons,SA,2021
ING_P3544: Estimated resident Aboriginal and Torres Strait Islander population aged 35-44 years (no.),2021,5503.0,PSNS: Persons,SA,2021
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2019,1.1,PCT: Percent,OT,2019
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2020,1.2,PCT: Percent,OT,2020
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2021,1.4,PCT: Percent,OT,2021
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2022,1.4,PCT: Percent,OT,2022
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2023,1.7,PCT: Percent,OT,2023
ING_ERP_F: Estimated resident Aboriginal and Torres Strait Islander population:Females (no.),2021,39038.0,PSNS: Persons,VIC,2021
ING_UNEMP1: Aboriginal and Torres Strait Islander Peoples:Unemployed (no.),2016,4032.0,PSNS: Persons,NT,2016
ING_UNEMP1: Aboriginal and Torres Strait Islander Peoples:Unemployed (no.),2021,3205.0,PSNS: Persons,NT,2021
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2019,5.7,PCT: Percent,SA,2019
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2020,5.7,PCT: Percent,SA,2020
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2021,5.8,PCT: Percent,SA,2021
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2022,5.8,PCT: Percent,SA,2022
ERP_F_23: Estimated resident population:Females aged 10-14 years (%),2023,5.7,PCT: Percent,SA,2023
ING_UPCC2: Aboriginal and Torres Strait Islander Peoples:Cared for own child/children (%),2016,20.2,PCT: Percent,VIC,2016
ING_UPCC2: Aboriginal and Torres Strait Islander Peoples:Cared for own child/children (%),2021,19.9,PCT: Percent,VIC,2021
ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),2019,6667.0,PSNS: Persons,ACT,2019
ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),2020,7008.0,PSNS: Persons,ACT,2020
ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),2021,7370.0,PSNS: Persons,ACT,2021
ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),2022,7801.0,PSNS: Persons,ACT,2022
ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),2023,8127.0,PSNS: Persons,ACT,2023
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2019,82137.0,PSNS: Persons,WA,2019
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2020,83651.0,PSNS: Persons,WA,2020
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2021,83775.0,PSNS: Persons,WA,2021
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2022,83580.0,PSNS: Persons,WA,2022
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2023,83853.0,PSNS: Persons,WA,2023
ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),2019,303569.0,PSNS: Persons,NSW,2019
ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),2020,299182.0,PSNS: Persons,NSW,2020
ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),2021,286918.0,PSNS: Persons,NSW,2021
ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),2022,286780.0,PSNS: Persons,NSW,2022
ERP_M_7: Estimated resident population:Males aged 25-29 years (no.),2023,303869.0,PSNS: Persons,NSW,2023
ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),2015,82.2,PCT: Percent,ACT,2015
ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),2019,76.9,PCT: Percent,ACT,2019
ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),2016,20129.0,PSNS: Persons,VIC,2016
ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),2021,29859.0,PSNS: Persons,VIC,2021
ING_UPCC8: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (%),2016,61.2,PCT: Percent,SA,2016
ING_UPCC8: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (%),2021,64.0,PCT: Percent,SA,2021
ING_YR12C3P2: Aboriginal and Torres Strait Islander Peoples:20-24 year olds that attained Year 12 or equivalent or Certificate III or above (%),2016,62.7,PCT: Percent,TAS,2016
ING_YR12C3P2: Aboriginal and Torres Strait Islander Peoples:20-24 year olds that attained Year 12 or equivalent or Certificate III or above (%),2021,68.1,PCT: Percent,TAS,2021
ING_TTYPE4: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (%),2016,79.1,PCT: Percent,NT,2016
ING_TTYPE4: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (%),2021,78.2,PCT: Percent,NT,2021
ERP_P_8: Estimated resident population:Persons aged 30-34 years (no.),2019,34796.0,PSNS: Persons,TAS,2019
ERP_P_8: Estimated resident population:Persons aged 30-34 years (no.),2020,36891.0,PSNS: Persons,TAS,2020
ERP_P_8: Estimated resident population:Persons aged 30-34 years (no.),2021,39025.0,PSNS: Persons,TAS,2021
ERP_P_8: Estimated resident population:Persons aged 30-34 years (no.),2022,40099.0,PSNS: Persons,TAS,2022
ERP_P_8: Estimated resident population:Persons aged 30-34 years (no.),2023,40915.0,PSNS: Persons,TAS,2023
ERP_F_5: Estimated resident population:Females aged 15-19 years (no.),2019,75528.0,PSNS: Persons,WA,2019
ERP_F_5: Estimated resident population:Females aged 15-19 years (no.),2020,75958.0,PSNS: Persons,WA,2020
ERP_F_5: Estimated resident population:Females aged 15-19 years (no.),2021,77023.0,PSNS: Persons,WA,2021
ERP_F_5: Estimated resident population:Females aged 15-19 years (no.),2022,80077.0,PSNS: Persons,WA,2022
ERP_F_5: Estimated resident population:Females aged 15-19 years (no.),2023,84440.0,PSNS: Persons,WA,2023
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2019,174006.0,PSNS: Persons,WA,2019
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2020,177599.0,PSNS: Persons,WA,2020
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2021,183252.0,PSNS: Persons,WA,2021
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2022,190098.0,PSNS: Persons,WA,2022
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2023,200649.0,PSNS: Persons,WA,2023
ING_DISAB5: Aboriginal and Torres Strait Islander Peoples:Total with disability (no.),2019,26920.0,PSNS: Persons,VIC,2019
ERP_M_32: Estimated resident population:Males aged 55-59 years (%),2019,6.1,PCT: Percent,NSW,2019
ERP_M_32: Estimated resident population:Males aged 55-59 years (%),2020,6.1,PCT: Percent,NSW,2020
ERP_M_32: Estimated resident population:Males aged 55-59 years (%),2021,6.0,PCT: Percent,NSW,2021
ERP_M_32: Estimated resident population:Males aged 55-59 years (%),2022,5.8,PCT: Percent,NSW,2022
ERP_M_32: Estimated resident population:Males aged 55-59 years (%),2023,5.6,PCT: Percent,NSW,2023
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2019,59055.0,PSNS: Persons,SA,2019
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2020,59386.0,PSNS: Persons,SA,2020
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2021,58641.0,PSNS: Persons,SA,2021
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2022,57930.0,PSNS: Persons,SA,2022
ERP_F_13: Estimated resident population:Females aged 55-59 years (no.),2023,57302.0,PSNS: Persons,SA,2023
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2019,2.9,PCT: Percent,NSW,2019
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2020,3.0,PCT: Percent,NSW,2020
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2021,3.1,PCT: Percent,NSW,2021
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2022,3.3,PCT: Percent,NSW,2022
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2023,3.4,PCT: Percent,NSW,2023
ERP_M_28: Estimated resident population:Males aged 35-39 years (%),2022,7.6,PCT: Percent,VIC,2022
ERP_M_28: Estimated resident population:Males aged 35-39 years (%),2023,7.7,PCT: Percent,VIC,2023
ING_HOSD4: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (%),2016,12.3,PCT: Percent,QLD,2016
ING_HOSD4: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (%),2021,11.5,PCT: Percent,QLD,2021
ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),2019,254373.0,PSNS: Persons,NSW,2019
ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),2020,257525.0,PSNS: Persons,NSW,2020
ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),2021,263153.0,PSNS: Persons,NSW,2021
ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),2022,269356.0,PSNS: Persons,NSW,2022
ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),2023,278726.0,PSNS: Persons,NSW,2023
ERP_M_28: Estimated resident population:Males aged 35-39 years (%),2019,7.3,PCT: Percent,VIC,2019
ERP_M_28: Estimated resident population:Males aged 35-39 years (%),2020,7.5,PCT: Percent,VIC,2020
ERP_M_28: Estimated resident population:Males aged 35-39 years (%),2021,7.6,PCT: Percent,VIC,2021
ERP_P_20: Estimated resident population: Persons (no.),2024,6978719.0,PSNS: Persons,VIC,2024
ERP_M_13: Estimated resident population:Males aged 55-59 years (no.),2019,7155.0,PSNS: Persons,NT,2019
ERP_M_13: Estimated resident population:Males aged 55-59 years (no.),2020,7153.0,PSNS: Persons,NT,2020
ERP_M_13: Estimated resident population:Males aged 55-59 years (no.),2021,7107.0,PSNS: Persons,NT,2021
ERP_M_13: Estimated resident population:Males aged 55-59 years (no.),2022,6997.0,PSNS: Persons,NT,2022
ERP_M_13: Estimated resident population:Males aged 55-59 years (no.),2023,6906.0,PSNS: Persons,NT,2023
ERP_P_20: Estimated resident population: Persons (no.),2019,6537305.0,PSNS: Persons,VIC,2019
ERP_P_20: Estimated resident population: Persons (no.),2020,6615046.0,PSNS: Persons,VIC,2020
ERP_P_20: Estimated resident population: Persons (no.),2021,6547822.0,PSNS: Persons,VIC,2021
ERP_P_20: Estimated resident population: Persons (no.),2022,6630631.0,PSNS: Persons,VIC,2022
ERP_P_20: Estimated resident population: Persons (no.),2023,6816241.0,PSNS: Persons,VIC,2023
ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),2019,186.0,PSNS: Persons,OT,2019
ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),2020,180.0,PSNS: Persons,OT,2020
ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),2021,180.0,PSNS: Persons,OT,2021
ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),2022,180.0,PSNS: Persons,OT,2022
ERP_M_8: Estimated resident population:Males aged 30-34 years (no.),2023,166.0,PSNS: Persons,OT,2023
ERP_F_22: Estimated resident population:Females aged 5-9 years (%),2019,6.5,PCT: Percent,WA,2019
ERP_F_22: Estimated resident population:Females aged 5-9 years (%),2020,6.4,PCT: Percent,WA,2020
ERP_F_22: Estimated resident population:Females aged 5-9 years (%),2021,6.4,PCT: Percent,WA,2021
ERP_F_22: Estimated resident population:Females aged 5-9 years (%),2022,6.3,PCT: Percent,WA,2022
ERP_F_22: Estimated resident population:Females aged 5-9 years (%),2023,6.2,PCT: Percent,WA,2023
ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),2019,14314.0,PSNS: Persons,TAS,2019
ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),2020,14281.0,PSNS: Persons,TAS,2020
ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),2021,14242.0,PSNS: Persons,TAS,2021
ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),2022,14181.0,PSNS: Persons,TAS,2022
ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),2023,13977.0,PSNS: Persons,TAS,2023
ING_M55OVER: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 55 years and over (no.),2021,21736.0,PSNS: Persons,NSW,2021
